0 A_Just_Cause
0 Bad_Omen
0 Barrel_Of_Grog
0 Bone_Shaft_Arrows_(Mongol)
0 Caught_From_The_Crow's_Nest
0 Celtic_Battle_Cry_(Celt)
0 Dangerous_Times
0 Fat_Friar's_Taven_O'_Spirits
0 Field_Testing
0 First_Battle_Jitters
0 Flaming_Arrows
0 Fortune_Favors_The_Foolish
0 Fresh_Bow_String_(Briton)
0 Gatherin'_A_Rowdy_Bunch
0 Gladitorial_Games
0 Good_Wind
0 Hard_To_Starboard
0 Heavy_Tree_Cover
0 High_Ground
0 Husbandry
0 It's_A_Miracle
0 Listen_To_A_Story
0 Medieval_Trappings
0 Muddy_Battlefield
0 Non-Compos_Mentis
0 Opportunity_Knocks
0 Piety
0 Poor_Morale
1 Rally_The_Workers
0 Relentless_Attack
0 Retreat
0 Rough_Waters
0 Shots_In_The_Back_(Briton)
0 Soak_The_Timbers
0 Spirits_Of_The_Ancestors
0 Squires
0 Steady_Hand
0 Stealth_Attack
0 The_Hammer's_Cavalry_(Franks)
0 The_Jester_Is_Dead_Let's_Get_Them!_(Celt)
0 Uji_(Japanese)
0 Urgent_Need_(Goth)
0 Vengeance_Is_Mine!
0 While_They're_Sleeping
0 You_Will_Die!_(Saracen)
0 Zealous_Monks
